"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-7045","12/03/2019 03:26:36",1,"Github push webhook got 400 response for non-tracked branches ""After turning on """"Pushes"""" event in the Evergreen webhook ([https://evergreen.mongodb.com/rest/v2/hooks/github)] for the wiredtiger/wiredtiger repository on Github, I saw 400 responses returned from Evergreen for push events associated to branches that are not tracked by Evergreen (i.e. branches that have no Evergreen project to test against). It is actually quite usual push events being generated from those short-lived feature branches for pull request changes. And the 400 response code feels a bit misleading as well.          It would be nice if Evergreen could tolerate push events from those non-tracked branches with a positive response code. ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7046","12/03/2019 14:39:29",1,"Include version requester type in rest v2 endpoint ""An ETL job was relying on URLs to determine whether something was a patch build. An object ID is a patch build, while something with a project name prepended to an object ID is a mainline build. This is awkward, and it now has broken, since periodic builds look like patch builds.    We should provide the version requester type itself in the rest v2 endpoint for versions. The list of types is here: https://github.com/evergreen-ci/evergreen/blob/13546d429c9c218b5024b0d329004db52fab7d01/globals.go#L300-L306.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7047","12/03/2019 15:22:59",2,"No notification generated for blocked task group ""This does not have a notification for the lint buildvariant, but it should https://github.com/evergreen-ci/evergreen/pull/2923. It's also missing a version notification.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8908","12/03/2019 22:29:28",2,"jasper test compile failures don't fail tasks ""e. g.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8725","12/04/2019 15:56:54",1,"Support requester field in versions ""The `requester` field was recently added to [versions|https://github.com/evergreen-ci/evergreen/wiki/REST-V2-Usage#id9] in the evergreen api. This allows a much better way of testing if a version is patch or not. We should switch to using it.  ----  As a DAG engineer,  I want to use requester for checking if a version is a patch,  So that I can more reliably know what triggered a version.  ----  AC:  * requester can be retrieved from Version object.  * is_patch uses requester to determine if a version is a patch.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-8362","12/04/2019 18:16:46",1,"Fix wire test ""Logs: https://evergreen.mongodb.com/task/jasper_ubuntu1604_test_wire_bfb108fd91424eb6e405fe9640b54b2547b39ae0_19_12_04_16_59_25    It should be {{assert.NoError}}, not {{assert.Error}}.    This can probably be fixed by changing the contexts so that writing responses occurs in a separate context.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-8723","12/05/2019 14:35:30",2,"Add error handling to signal processing detector client ""As a DAG engineer:  I'd like to handle """"common"""" errors that come up while using signal processing microservice in cedar gracefully.  Such that,  Cedar doesn't fail randomly due to issues that can be gracefully recovered from.    AC:  * Use results from stress testing signal processing microservice to implement appropriate handling of error codes with retrying/panic policy.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-9252","12/05/2019 18:02:15",0,"Upstart should handle environment without setuid ""Upstart scripts might fail to inherit the desired environment in some cases (e.g. PATH might not be modified by setting environment variables if {{secure_path}} is set in {{/etc/sudoers}}).""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-7053","12/05/2019 18:51:34",1,"Document how new provisioning works ""In evergreen developer's guide.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7054","12/05/2019 19:28:26",2,"Set up golangci-lint ""golangci-lint will go in the other MAKE repos assuming this goes well.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7058","12/05/2019 23:14:54",1,"windows-64-vs2017-test spawn host bash: export 'Files/...' not a valid identifier errors  ""When I ssh into a windows-64-vs2017-test spawn host I get these errors:      Fixing the paths in .bash_profile (escape space with backslash) and reloading seems to fix the issue:    ""","  \Last login: Thu Dec  5 22:57:00 2019 from 34.232.8.152  \-bash: export: `Files/Amazon/cfn-bootstrap:/cygdrive/c/ProgramData/chocolatey/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/dotnet:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/Git/cmd:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/openssl/bin:/cygdrive/c/sasl/bin:/cygdrive/c/snmp/bin:/cygdrive/c/go/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/Git/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/nodejs:/cygdrive/c/Perl64/bin:/cygdrive/c/curl/dlls:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/nodejs:/cygdrive/c/Users/Administrator/AppData/Local/Microsoft/WindowsApps:/cygdrive/c/Users/Administrator/AppData/Roaming/npm:/cygdrive/c/go/bin:/cygdrive/c/Windows/Sysnative:~/cli_bin': not a valid identifier  Administrator@EC2AMAZ-20F6VD2 ~  $ git  -bash: git: command not found  Administrator@EC2AMAZ-20F6VD2 ~  $ cat .bash_profile  [ -f ~/.bashrc ] && source ~/.bashrc  export PATH=/bin:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/Python38/Scripts:/cygdrive/c/Python38:/cygdrive/c/Perl64/site/bin:/cygdrive/c/Windows/system32:/cygdrive/c/Windows:/cygdrive/c/Windows/System32/Wbem:/cygdrive/c/Windows/System32/WindowsPowerShell/v1.0:/cygdrive/c/Program Files/Amazon/cfn-bootstrap:/cygdrive/c/ProgramData/chocolatey/bin:/cygdrive/c/Program Files/dotnet:/cygdrive/c/Program Files/Git/cmd:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/openssl/bin:/cygdrive/c/sasl/bin:/cygdrive/c/snmp/bin:/cygdrive/c/go/bin:/cygdrive/c/Program Files/Git/bin:/cygdrive/c/Program Files/nodejs:/cygdrive/c/Perl64/bin:/cygdrive/c/curl/dlls:/cygdrive/c/Program Files/nodejs:/cygdrive/c/Users/Administrator/AppData/Local/Microsoft/WindowsApps:/cygdrive/c/Users/Administrator/AppData/Roaming/npm:/cygdrive/c/go/bin:/cygdrive/c/Windows/Sysnative:~/cli_bin  Administrator@EC2AMAZ-20F6VD2 ~  $ . .bash_profile  -bash: export: `Files/Amazon/cfn-bootstrap:/cygdrive/c/ProgramData/chocolatey/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/dotnet:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/Git/cmd:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/openssl/bin:/cygdrive/c/sasl/bin:/cygdrive/c/snmp/bin:/cygdrive/c/go/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/Git/bin:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/nodejs:/cygdrive/c/Perl64/bin:/cygdrive/c/curl/dlls:/cygdrive/c/Program': not a valid identifier  -bash: export: `Files/nodejs:/cygdrive/c/Users/Administrator/AppData/Local/Microsoft/WindowsApps:/cygdrive/c/Users/Administrator/AppData/Roaming/npm:/cygdrive/c/go/bin:/cygdrive/c/Windows/Sysnative:~/cli_bin': not a valid identifier    $ cat ~/.bash_profile  [ -f ~/.bashrc ] && source ~/.bashrc  export PATH=/bin:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/Python38/Scripts:/cygdrive/c/Python38:/cygdrive/c/Perl64/site/bin:/cygdrive/c/Windows/system32:/cygdrive/c/Windows:/cygdrive/c/Windows/System32/Wbem:/cygdrive/c/Windows/System32/WindowsPowerShell/v1.0:/cygdrive/c/Program\ Files/Amazon/cfn-bootstrap:/cygdrive/c/ProgramData/chocolatey/bin:/cygdrive/c/Program\ Files/dotnet:/cygdrive/c/Program\ Files/Git/cmd:/cygdrive/c/Python27:/cygdrive/c/Python27/Scripts:/cygdrive/c/openssl/bin:/cygdrive/c/sasl/bin:/cygdrive/c/snmp/bin:/cygdrive/c/go/bin:/cygdrive/c/Program\ Files/Git/bin:/cygdrive/c/Program\ Files/nodejs:/cygdrive/c/Perl64/bin:/cygdrive/c/curl/dlls:/cygdrive/c/Program\ Files/nodejs:/cygdrive/c/Users/Administrator/AppData/Local/Microsoft/WindowsApps:/cygdrive/c/Users/Administrator/AppData/Roaming/npm:/cygdrive/c/go/bin:/cygdrive/c/Windows/Sysnative:~/cli_bin  $ . ~/.bash_profile  $ git --version  git version 2.16.2.windows.1  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7059","12/06/2019 14:15:04",1,"Windows agent depends on .gitconfig in HOME ""In new provisioning, HOME is C:/Users/<service_user>, not C:/cygwin/home/Administrator. This means that environment variables are not exported.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7069","12/06/2019 22:01:44",2,"Parameterize New Relic spruce browser plugin ""EVG-7028 parameterized New Relic for the legacy Evergreen UI. We should also parameterize it for Spruce. Unlike the Evergreen UI, where something can be stored in the admin interface, this will need to passed in to the Spruce buildsystem.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-7070","12/09/2019 14:15:04",0,"Fix static host reprovisioning to legacy and tune job enqueueing ""Fix various issues:  * If we're converting a static host to legacy provisioning, it has to be able to use a Jasper client to stop the agent monitor.  * The host event page has the wrong event type name.  * Jobs should be rounded to the nearest minute for uniqueness to allow provisioning to be changed multiple times per hour. Otherwise, the host will have to wait until the next deploy to be reprovisioned.  * Needs new agent/monitor should be checked only after the job is locked.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-8674","12/09/2019 19:36:22",1,"Simplify RunCMD ""This was suggested by the gocognit linter and I do think that the method is excessively complicated and should be broken into some helper functions.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-7074","12/09/2019 22:44:21",1,"Change the TAG API to be part of the update project API (or at least similar to it) ""There are a few reasons to ask for this:    1. someone may want to add/remove more than a single tag.  2. someone may want to change from one tag to another (would require two calls instead of a single call with {tags: ['new'], tags_to_remove: [""""old""""]}  3. most likely someone may want to already make some other changes to a project in addition to changing its tags. This way a single update call can be used to make all the required changes.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7075","12/10/2019 14:40:05",1,"evg-lint needs to handle nolint ""It must be able to handle nolint comment directives as part of migration to golangci-lint instead of gometalinter. golangci-lint does not have easy integration with custom linters because it does not support running linter binaries.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7076","12/10/2019 14:43:12",0,"Host that does not come up can cause all host provisioning to fail ""At 6:07pm EST on 12/09/19, a user requested spawn host i-0489a525d49f1af12. This spawn host hit the [host not ready for setup|https://github.com/evergreen-ci/evergreen/blob/f50768d851142375ee202210e4f6424128199c79/units/host_status.go#L130] case from 6:08pm to 7:10pm, suggesting either that it's possible for a host to get stuck in some pending status or that there is some failed status that Evergreen does not handle correctly.    After the hour passed, AWS no longer returned data about that host. This caused Evergreen to [return early|https://github.com/evergreen-ci/evergreen/blob/f50768d851142375ee202210e4f6424128199c79/cloud/ec2.go#L724] from GetInstanceStatuses, because that host was no longer included in the DescribeInstances response.    This in turn blocked on host provisioning that went through that DescribeInstances code path. Since fleet is its own provider, most task hosts did come up, but hosts spawned by users, hosts spawned by host.create, and on-demand hosts (i.e., perf) did not. We fixed this in production by terminating all on-demand hosts older than 1 hour.    One possible fix for this is to terminate a host in the database if it is not included in the DescribeInstances response. Another is to figure out the additional case we are failing to handle in setCloudHostStatus.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7080","12/10/2019 21:50:03",2,"Setup Failure: test-cloud on Ubuntu 16.04 [Evergreen @ b5d79830]  ""h2. [test-cloud failed on Ubuntu 16.04|https://evergreen.mongodb.com/task/evergreen_ubuntu1604_test_cloud_b5d798308e84a22c9f8aece21c506c3fdd0037e7_19_12_10_20_37_30/1]  Host: [ec2-3-91-38-130.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/i-0526f1bd337f73f84]  Project: [Evergreen|https://evergreen.mongodb.com/waterfall/evergreen]  Commit: [diff|https://github.com/evergreen-ci/evergreen/commit/b5d798308e84a22c9f8aece21c506c3fdd0037e7]: EVG-6882 prevent triggered builds for disabled projects (#2952) | 10 Dec 19 20:37 UTC  Evergreen Subscription: ; Evergreen Event:     [Task Logs | https://evergreen.mongodb.com/task_log_raw/evergreen_ubuntu1604_test_cloud_b5d798308e84a22c9f8aece21c506c3fdd0037e7_19_12_10_20_37_30/1?type=T ]  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-8836","12/11/2019 13:42:58",1,"Deduplicate Jasper remote tests and do not skip tests ""There are many copy-pasted tests in the remote package which are named slightly differently but test the exact same things. They should be unified under the common remote tests.         Fix this test: [https://evergreen.mongodb.com/task/jasper_windows_test_remote_61a695020101f18236583d806735d4ea1ccfd1fe_19_12_11_15_47_40]         The tests that are being skipped should most likely not be skipped and should be fixed.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-7100","12/11/2019 16:10:09",2,"Remove TaskOrdering from code ""ubuntu1604-test is running the new tunable scheduler. I observed that a patch was at the top of the queue https://evergreen.mongodb.com/version/5df10c3030661525ab8d4acf, followed by all the tasks for this mainline commit https://evergreen.mongodb.com/version/mongodb_mongo_v3.6_919b7c1ce02104a22a06b14016d152440f66161d, followed by all the tasks in other patches https://evergreen.mongodb.com/version/5df112e2a4cf47113ff144d7.    This is unexpected because I would expect """"interleave"""", which is what, to interleave patch and mainline commits.""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7085","12/11/2019 19:20:49",2,"Toggle UseParserProject to true ""This cannot be done until EVG-7077. Test extensively in staging. Once this is done and in for a safe amount of time we can revisit EVG-5313.  ""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-8870","12/11/2019 20:00:13",2,"fix model.TestGetDownloadWindows ""I've added a skip""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8459","12/11/2019 20:01:33",1,"Task mapping creation should increment source_file_seen_count even when no tasks flip ""For this file in src/evergreen/__init__.py file in evergreen.py, it has changed in 14 commits since this commit on May 4: https://github.com/evergreen-ci/evergreen.py/commit/61ee0d619d4adb31c84abc02dd9d52d41ae45f63. Thus, when I run the following command in the selected-tests repo, the task mapping that is created should have a source_file_seen_count of 14.         Currently the task mapping has a source_file_seen_count of 2 (see below). This is because we are only incrementing source_file_seen_count when tasks in Evergreen have flipped for that commit. Instead, we want to increment source_file_seen_count regardless of whether tasks have flipped.      ""","  task-mappings create evergreen.py --source-file-regex """"^src/evergreen/__init__.py"""" --after 2019-05-04T00:00:12 --output-file output.txt    [      {          """"source_file"""": """"src/evergreen/__init__.py"""",          """"project"""": """"evergreen.py"""",          """"repo"""": """"evergreen.py"""",          """"branch"""": """"master"""",          """"source_file_seen_count"""": 2,          """"tasks"""": [              {                  """"name"""": """"unit_tests"""",                  """"variant"""": """"ubuntu1604"""",                  """"flip_count"""": 2              }          ]      }  ]  ",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
